churn,age,gender,marital_status,education_level,dependent_count,occupation_type,annual_income,income_band,income_category,city_tier,region,customer_segment,tenure_months,onboarding_channel,relationship_type,number_of_products,primary_account_type,card_category,customer_lifetime_value,loyalty_program_member,referral_count,last_contacted_days,relationship_manager_assigned,avg_monthly_balance,current_balance,balance_decline_percentage,monthly_transaction_count,monthly_transaction_value,cash_withdrawal_count,upi_transaction_count,debit_card_transaction_count,net_banking_transaction_count,account_inactive_days,total_trans_amt,total_trans_count,total_amt_chng_q4_q1,total_ct_chng_q4_q1,avg_open_to_buy,total_revolving_bal,savings_account_flag,current_account_flag,credit_card_flag,personal_loan_flag,home_loan_flag,auto_loan_flag,fixed_deposit_flag,investment_product_flag,insurance_product_flag,demat_account_flag,credit_card_limit,credit_card_spend,credit_utilization_ratio,minimum_due_paid_flag,late_credit_card_payment_count,loan_outstanding_amount,emi_amount,emi_payment_delay_count,loan_default_risk_score,prepayment_flag,mobile_app_login_count,website_login_count,digital_transaction_ratio,last_login_days,failed_login_count,app_rating_given,paperless_statement_enabled,digital_service_usage_score,mobile_banking_active_flag,email_open_rate,total_complaints,complaint_resolution_time,unresolved_complaint_count,branch_visit_count,call_center_interaction_count,relationship_manager_interaction_count,service_request_count,escalation_count,satisfaction_score,nps_score,campaign_received_count,campaign_response_count,cross_sell_offer_count,upsell_offer_count,retention_offer_received,retention_offer_accepted,last_campaign_response_days,discount_or_fee_waiver_received,competitor_bank_offer_awareness,customer_feedback_sentiment,monthly_income_estimate,credit_utilization_3m_avg,credit_utilization_6m_avg,avg_quarterly_balance,total_digital_logins,debt_to_income_ratio,digital_engagement_index
0,57,0,1,3,3,4,66522,3,5,1,1,0,51,0,0,6,3,0,23509.81,0,2,1,1,11383.0,10329.0,13.43,3,97.92,8,16,8,8,38,1175,41,0.528,0.464,8362.0,0,1,1,1,0,1,1,0,0,1,0,8362,917.0,0.0,0,0,27114.0,893.0,0,31.6,0,9,9,0.8,29,3,,1,57.6,1,0.649,3,2,0,4,0,6,0,0,3.7,90,2,0,2,3,0,0,10,0,2,2,5804,0.015,0.215,33907.0,18,0.1611,50.5
1,36,0,1,4,2,4,23246,1,4,1,1,2,25,3,2,5,0,0,2223.18,0,0,182,0,2677.0,2008.0,29.71,5,226.33,2,12,5,6,68,2716,63,0.865,0.703,1691.0,0,1,1,1,0,0,0,1,0,1,0,1691,1377.0,0.0,1,2,0.0,0.0,0,52.9,0,13,4,0.92,21,2,,0,49.1,1,0.329,5,10,2,5,3,0,2,2,2.3,27,5,0,2,1,1,1,24,0,0,0,1771,0.0,0.074,7914.0,17,0.0,42.7
1,59,0,2,2,1,1,41551,2,5,1,4,2,49,0,2,3,2,0,9710.41,0,1,152,0,5882.0,4581.0,21.46,4,209.0,2,12,10,4,120,2508,49,0.904,0.885,7617.0,1091,0,0,1,1,0,1,0,0,1,0,8708,1421.0,0.125,1,3,200767.0,4264.0,1,71.1,0,18,2,0.929,74,1,4.0,1,65.6,1,0.654,2,7,1,2,6,0,2,0,3.1,-33,2,0,2,2,1,0,17,1,2,0,3003,0.068,0.227,16762.0,20,1.2315,62.4
0,55,1,2,4,2,4,72975,3,2,0,1,1,37,1,4,3,0,0,22967.08,1,0,57,1,24206.0,17547.0,-13.6,5,299.25,9,15,9,6,95,3591,63,0.758,0.75,20328.0,1799,1,1,1,1,0,0,0,0,1,0,22127,2542.0,0.081,1,1,48281.0,1410.0,0,1.0,0,19,11,0.769,21,1,4.6,0,49.2,1,0.58,2,1,0,4,1,2,0,0,3.1,35,1,0,0,0,0,0,1,0,3,2,6602,0.065,0.095,73333.0,30,0.2319,42.8
0,43,0,1,2,1,3,32532,2,4,1,2,0,38,0,1,2,2,0,11397.1,0,1,44,0,17102.0,19838.0,8.82,6,671.92,8,22,7,6,89,8063,72,0.819,0.714,1129.0,1421,1,0,1,1,1,0,0,0,1,0,2550,2678.0,0.557,1,3,66297.0,1933.0,0,75.2,1,21,16,0.814,31,0,5.0,0,51.3,1,0.779,3,4,0,2,1,0,0,0,4.0,98,6,2,0,1,0,0,10,0,3,1,2932,0.577,0.474,49650.0,37,0.713,45.6
0,46,1,0,2,3,4,46198,2,1,1,2,2,27,2,4,5,0,0,10549.74,1,3,27,0,9347.0,12613.0,-0.2,6,400.17,8,9,9,9,65,4802,73,0.639,0.872,8634.0,2297,1,0,1,0,1,0,0,0,1,0,10931,3665.0,0.21,0,1,96412.0,4414.0,0,55.3,0,15,15,0.771,18,3,,0,41.0,1,0.335,2,1,0,1,3,0,0,0,4.5,77,7,0,1,0,0,0,21,0,1,1,3428,0.254,0.319,28064.0,30,1.1465,38.1
0,49,1,2,3,2,3,84449,4,3,2,0,1,37,0,2,6,3,0,24484.22,1,1,24,1,7819.0,9381.0,6.95,5,443.33,5,15,6,6,54,5320,62,0.723,0.771,21782.0,2517,1,0,1,1,1,1,0,1,0,1,24299,3288.0,0.104,1,1,50246.0,1928.0,0,24.3,0,25,11,0.844,12,4,4.5,0,57.1,1,0.605,2,2,0,2,4,5,1,0,3.7,70,3,0,1,0,0,0,210,0,3,2,5968,0.083,0.157,23358.0,36,0.274,47.4
0,45,1,2,5,1,3,74445,3,2,1,2,0,35,1,4,5,0,0,19788.34,1,2,34,1,9835.0,9695.0,11.21,6,279.5,7,19,7,7,91,3354,76,0.965,0.854,20660.0,1036,1,0,1,0,0,0,0,0,1,1,21696,1343.0,0.048,1,1,0.0,0.0,0,36.9,0,17,9,0.825,9,3,,1,63.1,1,0.682,0,0,0,4,2,4,1,0,5.0,86,1,0,3,1,0,0,5,0,1,2,6998,0.0,0.154,28800.0,26,0.0,51.3
0,51,1,1,0,3,1,87176,4,3,2,2,2,40,0,2,6,2,0,14980.25,0,1,90,0,69681.0,65318.0,-12.44,5,348.5,7,18,10,4,104,4182,71,0.588,0.651,612.0,1232,1,0,1,0,0,0,1,0,0,0,1844,1936.0,0.668,1,1,0.0,0.0,0,6.4,0,21,9,0.821,47,2,,1,61.0,1,0.503,0,0,0,2,3,0,3,0,4.5,81,4,0,1,1,1,1,13,0,1,2,6446,0.609,0.63,205857.0,30,0.0,55.8
0,46,0,0,6,4,3,73376,3,5,1,2,2,40,1,2,5,0,0,26516.28,1,0,52,0,6891.0,6620.0,13.8,6,307.58,6,16,7,7,84,3691,75,0.96,0.705,25090.0,1406,1,0,1,0,1,0,0,0,0,0,26496,1558.0,0.053,1,1,251232.0,7841.0,0,54.3,1,21,12,0.833,12,1,,0,53.3,1,0.328,1,1,0,1,3,0,0,0,3.6,27,5,0,2,0,0,0,24,0,2,2,6704,0.101,0.141,21521.0,33,1.2823,44.0
0,38,0,2,2,3,3,31388,2,4,1,3,2,31,3,2,2,2,1,9412.51,1,1,2,0,5786.0,4213.0,-9.05,7,682.92,5,14,13,5,117,8195,94,0.791,0.679,14221.0,1766,1,0,1,0,1,0,0,0,0,1,15987,5283.0,0.11,1,0,81423.0,2302.0,0,51.9,0,21,10,0.865,21,2,,0,56.3,1,0.391,1,4,0,0,2,0,2,0,3.6,44,2,0,5,1,0,0,4,0,2,2,2775,0.051,0.169,18277.0,31,0.8801,45.3
1,48,1,2,1,4,4,90127,4,3,0,4,2,28,0,2,3,0,0,7780.25,0,0,275,0,5507.0,5796.0,22.23,3,147.17,4,19,9,3,101,1766,46,0.584,0.533,6155.0,417,1,0,1,0,1,0,0,0,0,0,6572,1386.0,0.063,1,3,28174.0,1214.0,0,26.4,0,5,10,0.886,67,0,,1,50.5,1,0.412,2,4,1,1,4,0,2,0,2.1,19,4,0,0,1,1,0,11,1,0,0,6984,0.005,0.103,16546.0,15,0.1616,50.7
1,30,0,1,2,1,3,33367,2,4,1,4,1,36,2,3,2,2,0,6395.17,0,0,29,1,3566.0,4824.0,3.68,3,207.25,1,10,10,3,61,2487,39,0.725,0.393,388.0,2517,1,1,1,0,0,0,0,1,1,1,2905,1407.0,0.866,1,0,0.0,0.0,0,40.2,0,14,4,0.958,21,0,3.4,1,65.2,1,0.254,0,0,0,0,3,1,1,0,4.3,40,4,0,1,0,1,0,27,0,0,1,3049,0.755,0.709,10528.0,18,0.0,61.9
0,41,0,2,3,3,0,55108,3,1,1,4,2,31,1,4,3,2,0,11466.98,0,0,7,0,53961.0,73751.0,8.4,5,358.33,6,13,7,11,119,4300,68,0.981,0.619,525.3,913,1,1,1,0,1,0,0,1,0,0,1438,1510.0,0.635,1,1,193639.0,8553.0,0,24.5,0,20,14,0.838,5,0,,1,59.1,1,0.222,2,3,0,1,2,0,4,0,4.3,66,4,0,5,0,0,0,39,0,2,2,5268,0.585,0.489,163811.0,34,1.8625,57.0
0,42,0,1,3,4,0,24926,1,4,2,3,2,36,0,4,2,1,1,8192.55,0,2,5,0,21752.0,17626.0,-6.01,7,622.58,5,13,7,7,115,7471,88,0.597,0.467,14800.0,1187,0,0,1,1,0,0,0,0,1,0,15987,4603.0,0.074,0,2,87192.0,2604.0,0,40.0,0,19,6,0.844,15,1,,1,61.4,1,0.655,1,2,0,1,2,0,0,0,4.3,18,3,0,2,0,0,0,60,1,1,2,1962,0.007,0.182,67105.0,25,1.2536,57.7
0,43,1,1,2,3,3,99966,4,3,1,3,0,34,2,2,3,3,0,31912.6,0,1,95,1,16928.0,13564.0,4.12,3,165.0,6,16,7,10,128,1980,45,1.029,0.607,9051.0,1489,1,0,1,0,1,0,1,0,0,0,10540,1579.0,0.141,1,2,190600.0,8598.0,0,48.3,0,18,11,0.846,22,0,,1,61.0,1,0.368,2,4,0,2,4,4,1,0,3.0,65,5,0,2,0,1,1,130,0,3,1,8926,0.131,0.0,49213.0,29,1.0321,55.4
0,52,1,1,2,1,3,86523,4,3,1,4,0,43,3,2,6,2,0,29222.97,0,1,10,1,9850.0,11634.0,-6.22,2,113.0,8,22,9,5,44,1356,33,0.378,0.435,612.0,2077,1,1,1,0,1,0,1,1,1,0,2689,780.0,0.772,1,1,82066.0,2533.0,0,38.9,0,19,1,0.818,15,2,3.8,1,59.7,1,0.291,1,1,0,2,1,4,2,0,3.5,88,5,0,2,1,0,0,34,0,2,2,6330,0.723,0.706,28173.0,20,0.3513,55.5
0,52,1,2,3,2,3,62962,3,2,2,2,0,45,0,2,5,3,0,15461.48,1,2,3,1,20083.0,27067.0,-0.91,2,119.58,5,15,8,9,113,1435,32,0.541,0.6,6394.0,1173,1,1,1,0,0,1,1,0,1,0,7567,1119.0,0.155,1,1,105013.0,4199.0,1,47.7,1,25,11,0.865,8,1,,0,57.0,1,0.589,2,3,0,3,2,4,2,0,3.4,34,1,0,4,0,0,0,1,1,2,1,4183,0.159,0.224,62077.0,36,0.8003,48.2
0,35,0,1,5,2,0,18000,1,4,1,4,0,21,0,3,6,0,0,3507.87,1,0,48,0,20865.0,25221.0,-0.48,5,235.0,4,12,7,8,84,2820,62,1.132,0.879,4010.0,1815,0,0,1,1,0,0,0,0,1,0,5825,2139.0,0.312,0,2,19069.0,698.0,0,4.1,1,19,8,0.871,1,0,1.8,0,53.4,1,0.689,1,2,0,1,3,0,0,0,4.9,50,4,1,3,1,0,0,15,0,0,2,1158,0.301,0.314,60722.0,27,0.4653,40.4
0,45,0,2,2,3,3,50747,3,1,1,1,0,36,2,1,5,3,0,12803.62,1,1,15,1,22058.0,16943.0,-13.68,6,393.83,5,20,9,3,70,4726,82,0.626,0.708,5391.0,883,1,0,1,0,0,1,1,1,0,0,6274,2985.0,0.141,1,3,144216.0,3854.0,0,26.4,0,22,16,0.865,8,3,2.0,1,67.0,1,0.427,2,8,0,2,2,5,1,0,3.8,68,5,0,1,0,0,0,6,0,1,2,4320,0.121,0.043,69175.0,38,0.9113,61.8
0,62,0,1,3,1,3,28388,1,4,0,4,1,48,4,2,5,3,0,12115.94,1,1,25,1,34367.0,29295.0,5.34,3,135.5,8,22,10,14,95,1626,41,1.346,0.864,1155.0,1985,1,0,1,1,0,0,1,1,0,1,3140,853.0,0.632,0,2,99427.0,3507.0,0,54.7,0,19,11,0.852,10,1,,1,62.5,1,0.443,0,0,0,3,1,2,2,0,3.9,-19,3,0,2,2,0,0,26,0,1,2,2382,0.543,0.629,101090.0,30,1.4825,56.6
0,51,0,0,3,3,4,37452,2,4,2,4,2,36,0,1,4,0,0,12747.77,1,0,27,0,23750.0,32199.0,2.62,5,338.83,5,13,6,7,99,4066,63,0.783,0.8,2232.0,1729,1,0,1,1,1,0,0,1,1,0,3961,2787.0,0.437,1,1,15666.0,564.0,0,28.9,1,28,7,0.839,21,1,,0,58.3,1,0.4,1,4,0,4,0,0,3,0,4.8,83,2,0,4,1,0,0,34,0,0,2,3652,0.394,0.416,67644.0,35,0.1807,49.6
0,45,0,1,5,4,0,32919,2,4,1,1,2,37,2,2,3,3,0,11894.42,1,2,17,0,2812.0,3521.0,0.44,8,1108.33,7,16,9,8,104,13300,104,0.731,0.677,1379.0,1817,1,0,1,0,0,1,0,0,1,0,3196,3356.0,0.569,1,2,55729.0,1726.0,1,1.1,0,21,12,0.825,12,2,4.7,1,63.1,1,0.703,3,2,0,2,1,0,4,0,3.9,-15,5,0,5,2,0,0,23,0,1,2,2986,0.493,0.509,8178.0,33,0.6292,52.8
0,59,0,2,6,0,4,45497,2,1,2,4,0,42,0,4,6,2,0,11899.32,0,0,1,0,15381.0,16508.0,-4.4,5,399.75,7,19,9,8,76,4797,65,0.887,0.625,522.0,1409,1,0,1,0,1,0,1,1,1,0,1931,2028.0,0.73,1,1,48107.0,967.0,0,25.7,0,17,18,0.837,12,2,2.9,0,48.9,1,0.735,1,4,0,3,2,0,1,0,3.7,100,3,0,1,2,0,0,32,1,1,1,3300,0.782,0.603,48102.0,35,0.255,41.0
0,51,1,2,0,2,4,110350,4,0,2,4,0,40,4,1,6,3,0,27831.58,0,2,50,1,15191.0,11759.0,-12.76,4,266.92,10,18,14,7,104,3203,54,0.991,0.929,7838.0,868,0,0,1,0,1,0,1,0,1,0,8706,2438.0,0.1,1,0,73627.0,3347.0,1,19.7,0,24,8,0.796,24,1,3.3,1,64.1,1,0.463,0,0,0,4,3,1,0,0,3.7,29,3,0,2,1,0,0,47,1,3,2,7361,0.144,0.111,44652.0,32,0.364,61.8
0,44,1,2,6,5,2,84407,4,3,1,4,0,32,2,1,5,0,0,18807.07,1,0,23,1,58328.0,59947.0,2.69,2,95.83,5,15,9,9,91,1150,26,0.772,0.625,14033.0,877,1,0,1,1,0,0,1,0,0,0,14910,881.0,0.059,1,3,32794.0,876.0,0,24.5,0,15,11,0.868,22,0,,0,49.9,1,0.339,1,5,0,3,2,5,4,0,2.8,100,8,0,3,1,0,0,3,0,1,2,5961,0.047,0.092,173553.0,26,0.1245,42.1
0,46,1,1,2,3,4,21965,1,4,0,0,2,27,3,2,1,0,0,4681.12,0,1,12,0,22518.0,18444.0,9.32,7,625.83,3,10,5,8,81,7510,89,0.624,0.648,5452.0,1502,1,0,1,0,0,0,0,0,1,1,6954,4326.0,0.216,1,1,0.0,0.0,0,42.9,0,24,9,0.885,12,1,,1,62.9,1,0.478,2,2,0,4,2,0,1,0,4.6,74,3,0,3,2,0,0,1,0,2,2,1632,0.167,0.291,63137.0,33,0.0,60.0
0,42,1,2,3,3,3,72733,3,2,0,1,1,36,1,2,4,0,0,18530.6,1,2,28,1,39569.0,53027.0,9.47,5,329.25,5,15,10,7,141,3951,68,0.524,0.619,2542.0,795,0,1,1,1,1,1,1,1,1,0,3337,2759.0,0.238,0,3,28150.0,1184.0,0,27.1,0,15,15,0.865,12,1,,0,51.1,1,0.33,1,1,0,2,3,7,2,0,3.7,1,2,0,3,0,0,0,48,0,2,1,6538,0.147,0.224,126379.0,30,0.1953,41.0
0,53,0,1,2,0,4,67315,3,5,1,2,0,36,0,0,5,3,0,15070.03,0,3,27,1,13736.0,15923.0,9.27,5,367.08,8,8,9,9,120,4405,67,0.765,0.811,4681.0,1162,1,0,1,0,0,1,0,0,1,0,5843,2843.0,0.199,1,2,34356.0,1232.0,0,39.0,0,18,10,0.765,4,1,,1,56.8,1,0.563,0,0,0,5,3,2,0,0,4.2,66,2,0,2,1,0,0,127,0,3,0,5905,0.146,0.123,40223.0,28,0.2196,52.2
1,46,1,2,4,1,3,63089,3,2,1,1,0,32,4,2,5,0,0,7540.02,0,0,23,0,2048.0,2516.0,10.53,2,188.58,5,8,8,5,68,2263,35,0.702,0.522,8766.0,0,1,0,1,0,0,0,0,0,1,0,8766,1100.0,0.0,0,1,0.0,0.0,0,53.3,0,14,11,0.808,48,1,,0,46.9,1,0.16,3,22,1,1,3,0,2,0,3.1,23,4,0,6,0,0,0,95,1,0,0,4211,0.046,0.118,5889.0,25,0.0,40.0
0,42,1,1,6,4,4,68117,3,2,1,1,0,32,0,1,1,0,0,18453.7,0,1,54,0,18442.0,22290.0,1.79,6,336.08,8,18,12,3,37,4033,76,0.785,1.0,8147.0,1759,1,0,1,1,1,0,0,0,1,1,9906,2079.0,0.178,1,0,43313.0,1082.0,0,43.2,0,16,12,0.805,22,0,,0,47.6,1,0.435,1,3,0,6,2,0,4,0,4.8,42,7,1,0,1,0,0,13,0,2,1,5369,0.132,0.188,57063.0,28,0.1906,32.8
0,49,0,1,2,5,3,41512,2,5,0,3,0,43,1,4,4,3,0,9299.34,1,4,6,1,15238.0,12545.0,3.69,6,361.83,6,10,8,10,115,4342,73,0.807,1.147,206.0,2351,1,0,1,1,0,0,1,0,0,0,2557,2685.0,0.919,0,1,40588.0,1959.0,2,24.0,0,21,19,0.824,2,0,,1,63.5,1,0.693,0,0,0,1,2,5,0,0,3.5,32,4,0,0,2,0,0,166,1,0,2,2999,0.921,0.816,48882.0,40,0.5663,53.4
0,43,0,2,6,4,3,21552,1,4,1,3,2,33,3,2,3,0,0,6415.63,0,1,9,0,13334.0,12740.0,-9.11,5,367.42,4,15,7,5,106,4409,69,0.763,0.568,308.0,2217,1,1,1,0,1,0,1,0,1,1,2525,2008.0,0.878,1,2,41345.0,1412.0,0,53.3,0,13,8,0.871,3,1,4.1,0,50.0,1,0.197,0,0,0,3,1,0,0,0,3.9,35,3,0,2,0,0,0,34,1,1,0,1588,0.793,0.776,40824.0,21,0.7862,39.7
1,54,1,2,0,2,1,91287,4,3,1,0,0,47,2,4,2,3,0,13486.17,0,0,19,1,5198.0,5333.0,4.63,4,394.83,2,17,7,4,84,4738,53,1.058,0.395,13769.0,0,1,1,1,0,0,0,0,1,0,0,13769,3152.0,0.0,0,2,0.0,0.0,0,26.6,0,15,7,0.933,94,2,2.8,0,52.9,1,0.495,3,1,1,0,2,0,4,1,3.5,64,3,0,4,1,0,0,195,1,0,1,7201,0.032,0.198,16397.0,22,0.0,41.1
0,56,1,1,3,2,3,143445,0,0,0,2,1,41,3,2,4,2,0,32194.56,0,0,90,1,14333.0,13748.0,10.05,3,106.75,4,11,8,4,45,1281,36,0.491,0.8,16972.0,1470,1,1,1,1,0,1,1,0,1,0,18442,644.0,0.08,1,1,37982.0,1488.0,0,50.5,0,18,9,0.852,22,0,4.1,0,52.6,1,0.51,3,1,0,4,3,4,2,0,3.2,100,5,0,3,0,0,0,84,0,1,2,11847,0.057,0.145,42374.0,27,0.1245,43.5
0,54,1,2,2,4,4,82555,4,3,2,4,1,43,3,4,3,3,0,32041.11,0,3,8,1,11563.0,15365.0,10.33,6,402.0,6,12,7,10,140,4824,83,0.814,0.627,6952.0,1256,1,1,1,1,1,0,1,1,0,0,8208,2118.0,0.153,0,1,61797.0,2071.0,1,35.4,0,16,8,0.829,38,2,5.0,0,48.6,1,0.402,1,1,0,1,3,4,1,0,3.9,35,2,0,2,0,0,0,22,1,1,1,5647,0.148,0.281,35182.0,24,0.301,38.4
1,34,0,3,5,1,3,18000,1,4,2,3,2,25,3,4,1,3,0,2103.28,1,0,44,0,1498.0,1660.0,2.2,4,226.75,3,17,5,3,88,2721,54,0.718,0.688,3074.0,0,1,1,1,0,0,0,1,1,0,0,3074,1506.0,0.0,1,3,0.0,0.0,0,56.6,0,10,12,0.893,14,0,3.6,0,46.8,1,0.268,3,12,0,1,3,0,1,1,4.7,-7,4,0,4,0,1,0,31,0,0,0,1184,0.025,0.112,4582.0,22,0.0,39.3
0,58,1,0,3,2,3,74276,3,2,2,0,0,46,3,2,6,3,0,20442.73,1,0,10,1,11969.0,13778.0,-7.57,6,395.33,5,11,14,7,79,4744,73,0.811,0.921,1291.0,1176,1,1,1,0,0,1,1,1,1,0,2467,2590.0,0.477,1,1,35380.0,1279.0,0,42.0,0,17,11,0.865,2,0,3.7,1,65.5,1,0.554,3,1,0,2,0,1,1,0,4.7,56,2,0,2,2,0,0,6,0,1,2,6952,0.431,0.449,38437.0,28,0.2066,53.9
0,57,0,2,0,2,0,29853,1,4,2,2,2,47,0,1,1,3,0,12693.44,0,1,22,0,13523.0,9995.0,-3.48,6,426.0,3,20,3,10,119,5112,82,0.767,0.673,731.0,996,1,0,1,0,0,0,1,0,0,1,1727,1813.0,0.577,1,1,0.0,0.0,0,53.8,0,20,5,0.917,14,2,3.5,1,64.3,1,0.431,3,2,0,2,1,0,1,0,3.6,59,2,0,0,0,0,0,39,0,3,1,2571,0.53,0.383,41702.0,25,0.0,57.5
1,35,1,3,4,3,3,97139,4,3,0,2,0,29,2,2,2,3,0,6545.53,0,0,189,1,6086.0,5581.0,0.96,2,59.58,3,13,8,5,30,715,25,0.528,0.562,15119.0,1911,1,0,1,1,1,0,1,1,1,0,17030,500.0,0.112,1,2,55698.0,1205.0,0,18.8,0,12,5,0.897,18,1,3.8,0,47.4,1,0.079,1,12,0,1,3,1,3,0,3.9,0,4,0,0,2,0,0,49,0,2,1,8344,0.093,0.055,18344.0,17,0.1489,40.8
0,54,1,0,6,4,2,143138,0,0,2,1,1,36,2,1,6,3,0,50536.2,0,1,14,1,20824.0,23291.0,-14.46,2,87.25,7,15,8,10,91,1047,31,0.618,0.824,31831.0,1960,0,1,1,1,0,1,0,1,1,0,33791,608.0,0.058,0,1,147240.0,3189.0,2,51.2,1,10,12,0.825,14,0,,0,41.9,1,0.657,3,4,0,5,2,7,0,0,4.3,-24,6,1,4,0,0,0,114,0,1,2,11800,0.1,0.156,63152.0,22,0.2674,36.2
0,44,0,1,0,1,5,34305,2,4,1,1,0,33,0,2,5,0,0,4800.47,1,1,52,0,13689.0,18232.0,-0.85,5,402.92,6,17,14,5,40,4835,70,0.783,0.489,1522.0,0,1,1,1,0,0,0,1,1,1,0,1522,1598.0,0.0,1,1,0.0,0.0,0,31.0,0,17,11,0.857,7,2,2.9,1,59.8,1,0.627,2,3,0,4,3,0,1,0,3.4,66,3,0,2,0,0,0,10,0,1,2,3183,0.082,0.035,41453.0,28,0.0,56.7
1,50,0,1,3,3,4,29117,1,4,2,4,0,36,0,0,2,0,0,2258.93,0,1,37,0,3738.0,2722.0,20.75,3,203.92,1,13,4,6,107,2447,41,0.74,0.577,1572.0,0,1,1,1,0,0,1,0,0,1,0,1572,1401.0,0.0,1,2,75507.0,2460.0,1,38.5,1,12,10,0.958,98,0,5.0,0,51.8,1,0.481,2,5,0,2,3,0,4,0,2.2,3,3,0,0,0,1,0,33,0,0,2,2475,0.061,0.093,10800.0,22,1.0138,45.5
0,46,1,2,4,2,4,78512,3,2,1,4,0,41,0,1,3,0,0,15311.64,1,1,12,1,5955.0,7835.0,-11.99,4,176.5,4,6,7,12,104,2118,52,0.639,0.576,10077.0,0,1,0,1,0,0,0,1,1,0,1,10077,1454.0,0.0,1,1,0.0,0.0,0,74.2,0,19,6,0.862,47,1,,0,47.9,1,0.508,1,1,0,1,2,2,1,0,2.3,34,4,0,1,1,0,0,34,0,2,2,8147,0.031,0.0,17186.0,25,0.0,44.3
0,48,0,1,2,4,3,47411,2,1,0,3,0,43,1,4,3,3,3,17079.9,0,1,11,1,7738.0,7344.0,10.86,2,144.33,4,19,9,2,59,1732,35,0.569,0.458,18646.0,2517,1,0,1,1,0,0,0,0,1,1,21163,1286.0,0.119,1,1,275046.0,13353.0,1,55.1,1,15,13,0.882,8,2,,0,51.4,1,0.56,1,1,0,5,0,6,0,0,2.9,72,0,0,1,1,0,0,60,0,0,0,3656,0.033,0.213,24683.0,28,3.3797,41.8
0,36,1,2,2,3,3,69923,3,2,1,1,0,30,3,3,3,3,0,14184.65,0,1,50,1,14377.0,12935.0,0.1,5,224.0,8,22,9,6,124,2688,60,0.996,0.714,1205.0,1584,1,1,1,1,0,0,0,0,1,0,2789,1403.0,0.568,1,1,47708.0,1733.0,0,44.3,0,10,9,0.822,4,1,,1,52.6,1,0.286,2,3,0,3,3,4,0,0,2.2,-6,4,1,0,0,0,0,6,0,1,1,5814,0.484,0.456,42374.0,19,0.2974,50.0
0,37,1,1,2,4,4,78724,3,3,1,0,2,28,2,4,4,3,0,19112.32,0,1,9,0,12817.0,13394.0,-12.02,3,121.92,9,9,0,4,57,1463,40,0.93,1.0,8818.0,1203,1,0,1,0,0,0,1,0,1,0,10021,969.0,0.12,0,0,0.0,0.0,0,46.5,0,21,14,0.591,22,1,4.7,0,42.9,1,0.663,0,0,0,3,2,0,3,0,3.5,100,5,0,3,3,0,0,63,0,1,2,5023,0.045,0.24,40839.0,35,0.0,34.3
0,46,1,3,2,3,2,82929,4,3,1,2,1,34,0,4,5,0,0,18349.88,1,2,61,1,33731.0,24412.0,0.47,6,354.58,3,20,11,14,107,4255,75,0.729,0.562,14696.0,1850,0,1,1,1,0,1,0,1,0,0,16546,1727.0,0.112,1,1,19894.0,677.0,0,1.0,0,14,11,0.938,8,1,,0,53.1,1,0.826,0,0,0,3,4,4,1,0,2.8,52,9,0,2,0,0,0,66,0,0,1,5710,0.115,0.135,100221.0,25,0.098,43.2
0,48,0,3,6,4,1,23698,1,4,1,0,2,29,3,3,6,3,0,6691.38,1,1,29,0,16695.0,19320.0,-10.08,5,357.0,4,14,11,5,110,4284,69,0.785,1.3,695.0,2517,1,1,1,1,0,0,1,0,1,1,3212,3262.0,0.784,1,2,132198.0,4652.0,0,79.7,0,23,10,0.882,10,1,3.2,1,65.8,1,0.778,2,1,0,1,4,0,1,0,3.3,80,4,1,2,0,0,0,51,0,1,2,1822,0.753,0.718,48085.0,33,2.3556,62.0
0,51,1,1,5,3,3,81474,4,3,0,4,0,42,3,1,5,3,0,33879.03,0,1,200,1,4875.0,5870.0,10.1,7,343.83,4,10,7,6,56,4126,90,0.678,0.667,546.0,961,1,0,1,0,0,0,0,1,1,0,1507,1582.0,0.638,1,0,0.0,0.0,0,28.1,0,21,8,0.852,17,1,2.8,1,59.9,1,0.219,2,4,0,2,3,2,2,0,3.2,3,5,1,5,0,0,0,22,0,3,2,5467,0.564,0.62,15266.0,29,0.0,61.6
0,49,1,1,1,1,3,156845,0,0,1,4,1,38,2,2,6,3,0,36143.64,0,1,5,1,5909.0,4859.0,-1.18,2,91.58,2,20,7,11,41,1099,27,0.554,0.8,8746.0,618,1,1,1,1,0,0,0,1,1,0,9364,529.0,0.066,0,0,171934.0,7232.0,0,48.9,0,21,7,0.95,2,0,,1,69.2,1,0.71,1,2,0,3,3,2,1,0,3.7,45,10,1,0,0,0,0,3,0,0,2,13962,0.066,0.123,18032.0,28,0.5533,63.3
0,27,1,2,3,1,3,71692,3,2,1,4,1,18,0,4,5,0,0,7939.85,1,0,12,1,5316.0,5713.0,-13.21,5,193.25,8,12,8,4,72,2319,61,0.623,0.743,1379.0,1351,1,1,1,1,0,0,1,0,0,1,2730,1009.0,0.495,0,2,146169.0,6214.0,0,13.5,0,19,9,0.75,28,0,,1,57.3,1,0.38,1,7,0,2,2,4,1,0,3.1,57,2,0,1,1,0,0,56,0,0,0,6266,0.436,0.481,15684.0,28,1.0401,58.3
